content,sentiment
"We are captives of our own identities,living in prison of our own creation !! Do you call this racist or what , black of black are killing them self @Endsars",negative
"@PoliceNG This is not enough, the (FSARS) should be scrapped complete.@EndSARS today..",neutral
@MBuhari @EndSARS NOW,neutral
Make I go check if army form is out               So I can use that opportunity to get a gun to protect myself Cos SARS who supposed be helping us to face armed robber are  facing us youth and killed youth @ENDSARS🙏🏿💔😢,negative
"I don't understand why we tend to criticize anyone who attempts to speak for us. We jump to post shots of what s/he said or did in the past. 
We refuse to revolt because we don't like the person leading. But we remain in same position. This is sick man. 
#NairaMarley @EndSARS",negative
"@TiwaSavage @MBuhari @jidesanwoolu This @EndSars issue isn't just something to tweet about...

Right now we need more than twitter tweet, our voices need to be heard outside twitter. You guys should help us lead a protest",positive
How does this address the current situation @endsars https://t.co/EKBmR4rr9V,neutral
"@wizkidayo We don't use smart phones here in Nigeria
@ENDSARS",positive
@WarriWeirdo @favourtitan @EndSars Who says the man sitting in that sit is Buhari that someone else with his face,neutral
"Hello Uncle David, everyone of your fans see u as an idol include I but why is it difficult for u to solicit support for @revolutionnow when it is obvious they are fighting for change in the way Nigerians are treated. Nigerians problem go beyond @endsars, just think about it. https://t.co/M1cod8cqyG",negative
@MBuhari @endsars  we are all begging 🥺 you sir @davido @wizkidayo @TiwaSavage @burnaboy,neutral
"@Endsars NOW!!! We all are the cause of the problem we facing,we started it and I believe we can End it,I urge all Nigerian to come and and protest against the @NGRPresident not only Sars",neutral
"@MBuhari @MBuhari, you are the worst thing that has ever happened to Nigeria. You are deaf ears to the cries of Nigerians. @RevolutionNowNg . @Endsars",negative
"This is not the high time to praise @wiskid we really need better Nigeria than those fool called their self political
@nairamarly as say it all we need the protest in real life @endsars https://t.co/q7i2lTayOM",positive
@TiwaSavage @MBuhari @jidesanwoolu We're really tired..😭@EndSARS.,positive
@BankyW @endsars,neutral
"Omor no joy oh
 Sars one  finished us here oh
@Endsars 😭😭😭😭😭😭😭 https://t.co/iwtk5L3wc1",positive
@MsTyma_ Them we must all come together to end their criminality @EndSars 😠😠😠,neutral
"@teejanson Please pick me sir.
@EndSars",neutral
"@MBuhari You are praying for another man's heart and nation, and your leaves yours aside.. @ENDSARS",neutral
"@6_villain @AdejareIp @basket_mouth @oxladeofficial @ShowDemCamp @EndSars Who hold you not to stream, mumu",neutral
Every youth should stay on this @endsars because he who is safe today may not be lucky tomorrow . This is getting out of hand . https://t.co/RqzkhlDqoE,positive
@MobilePunch Enough is enough of all these kilings and violence @EndSARS,neutral
"@OIuJacobs The @Endsars campaign should be an aggressive one in scope and magnitude. And on a personal note I think it's more than what we see. Why dump this killer group only in the southern part of the country, constantly instilling fear.",neutral
@Endsars https://t.co/D7bN1n2Ss9,neutral
"My prayer to God is to make @endsars  kill one solder then we don't need protest again
Are u there?????
#EndSarsNow #EndSARSBrutality",neutral
@Govshina BMB ears are always deaf on things happening in his country but quick to hear and respond to that of foreigners @Endsars,positive
@OIuJacobs Outright @Endsars sir. No loophole,neutral
@dino_melaye @Endsars,neutral
@Symply_Tacha We are tired of sars and their killings. @Endsars,negative
Is the Nigerian Legislative arm meant for the citizens or it is just a club for the elites.The citizens will clamour for several issues to be attended to but this club will rather go mute.This is meant to be government of the people @NGRSenate @Endsars.,neutral
We're being enslaved and murdered in cold blood in our so called father land 😤@ENDSARS,negative
@Dremodrizzy @EndSARS https://t.co/RK1pZZ1zc9,neutral
@ENDSARS,neutral
"Any member of @PoliceNG that is brutalizing Nigerian youth in the name of SARS, if the person have 200 children all of them will die at their prime. And the end of the SARS will be as that of king Ahab in Jesus name #EndSarsNow #EndSARSBrutality #EndPoliceBrutality @endsars",neutral
"@basket_mouth @oxladeofficial @ShowDemCamp is it the we that sars is chasing that will stream this uhhn
@Endsars",neutral
I stand with you @endsars https://t.co/DyLMHUg6ea,neutral
@endsars these people have turned themselves to official terrorist in this country https://t.co/2BRrM5IaMs,neutral
"@chimezieatasie @jidesanwoolu @wizkidayo @davido @burnaboy @MBuhari @ProfOsinbajo You say wetin, sheikhs and imams. The @Endsars campaign is an exclusivity parade for the south. Of all the unlawful and extrajudicial abduction and killings, none had been reported from the north",negative
"@pmnewsnigeria This is not matter of whistleblower but end SARS they were embarrassing the nation, threatening lives as if we are slaves.

Govt. please @ENDSARS",neutral
"@Dejixing2 I prayed we never become a victim of these people, they are animal in a human body.@EndSARS",negative
@kingmieh @PeterPsquare @MBuhari @ProfOsinbajo @EndSars @wizkidayo @davido Fool https://t.co/YwuxCXsINC,neutral
@veeiye @Endsars @Endsars @Endsars,neutral
@Olamide @sultanofAba @davido @officialnairam1 @wiskidayo @ENDSARS please let end this together https://t.co/hfWim82EQS,neutral
@endsars https://t.co/BjjWE0EA7G,neutral
"I replied him the poor voices have no echo, pray that you're safe and sound, today I wake up and open my twitter handler, the same man was crying out loud for help that @ENDSARS Mr president, vice president... I tweet him, by saying I heard",positive
"@wizkidayo @wizkidayo 
@EndSars
Nigga no be country at all... https://t.co/vcus2kwP1Y",neutral
"@MEmirfederal @PeterPsquare @MBuhari @ProfOsinbajo @EndSars @wizkidayo @davido if u get the chance to leave this country, won’t u leave😏😏😒😒
make u see free visa, u no go leave",positive
"See this and @Endsars,@MBuhari https://t.co/REhpFahMYV",neutral
"@MEmirfederal @PeterPsquare @MBuhari @ProfOsinbajo @EndSars @wizkidayo @davido na person talk say make u no get money ni
stop talking out of jealousy jare",neutral
"@vanguardngrnews We don’t care, all we want is @Endsars‼️",neutral
@endpolice_sarsbrutality @endsars_9ja @endsarsnow @endsars_brutality @endsars.ng @endsars9ja @endsars_reform_military https://t.co/PQe2mX4dTc,neutral
@EndSARS now,neutral
@ENDSARS As a bini hustler you are nah free to go out with guns,positive
@MoFire49 @davido Sure @endsars,positive
"Videos of all this brutalities I’ve been watching since last week ehn. I de fear to go out since, just indoor 😭   @EndSars abeg",neutral
"@cuppymusic @afrimma As much you need us to vote, we also need you to talk on this also @ENDSARS death person can’t 🗳 vote",positive
Nigerians are making noise on twitter about @endsars  which will start and end here.,neutral
"Now I understand what OBJ said, corroborated by Prof. Wole Soyinka  &amp; affirmed by Pastor E. A Adeboye. It won't take too long, if necessary steps is not taken for Nigeria to break-up. How &amp; when is what I can say but certainly, @endsars agitiation will ignite the fire. ENDSARS",positive
@burnaboy Burna how far sey u go lead make I follow u for d protect @endsars,positive
@PeterPsquare @MBuhari @ProfOsinbajo They are all Nigeria problem not exclude ANYBODY AMONG THEM .make we wey know get 2citizenship wake up and fight for the betterment of the country.THEM get where to go if they scatter everything finish.say no to bad government @endsars and d killings ❌❌‼️❌ @wizkidayo @davido,negative
"#EndSarsNow
@EndSars",neutral
The menace our policemen are causing the citizens is like their ultimate duties is to extort and maim people. No protection from them any longer. @EndSars now @PoliceNG @followlasg,neutral
@EricaNlewedim @endsars,neutral
@Olamide They are all Nigeria problem not exclude ANYBODY AMONG THEM .make we wey know get 2citizenship wake up and fight for the betterment of the country.THEM get where to go if they scatter everything finish.say no to bad government @endsars and d killings ❌❌‼️❌ @wizkidayo @davido,negative
@officialnairam1 Everyone is ready 🥺 Youth are dying young @EndSars,positive
A good time to @endsars,positive
"@davido @davido ‼️ ALREADY BEEN END,  UNLESS IF THEY WANNA SUFFER FROM THE BLOOD THAT HAS BEEN SHEILD .. @ENDSARS AND FIND SOLUTIONS TO ALL KILLING GOING AROUND THE COUNTRY 😭😭😭🔥🖕@wizkidayo @DONJAZZY @Olamide",neutral
"@MBuhari 
@EndSARS https://t.co/DPBkHeryyf",neutral
"@endsars
@MBuhari https://t.co/OcXGqlBmDl",neutral
@MBuhari God will surely punish you @MBuhari  if yuh can’t @endsars,positive
"@davido @stonebwoyb David you blind?

Don't you see what is happening and what your colleagues are doing?

Use your influence like Wizkid did to join @EndSARs trend",negative
"@Solutio34055971 @davido @rudeboypsquare @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie #EndSarsNow #EndSARSBrutality please retweet🙏🏿
https://t.co/8zVucK8dH5",neutral
@tolanibaj @Endsars,neutral
"@davido @rudeboypsquare @davido the youth are looking up to you,Do something before Sars finish your fans. this isn't funny anymore if them nor end sars,we have no choice but to FEM them ourselves.
@endsars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie",positive
"@wizkidayo IN SUPPORT OF TRUMP WORDS ( LIFELESS NIGERIA PRESIDENT 🇳🇬) Whether you been hide or not , say you know get ear hear or eyes to see what’s happening ‼️u really disappoint us all ..@ENDSARS❌",positive
Baba shook mouth for the @EndSARS matter jare ..... Leave stoneboy way no dey Naija alone 🙄 https://t.co/tyL7mUxjcj,neutral
@davido @stonebwoyb @endsars,neutral
"Calm down first, we are talking bout @endsars https://t.co/NsOVD2u25b",positive
@fireboydml Why cant SARS be disbanded?!! Is it because they bring substantial returns to the police authority or why! Nigerians can not continue to die like chicken under the so call security agency! @endsars @PoliceNG @ProfOsinbajo @MBuhari @atiku @CorruptConcern @DeleMomodu,negative
@endsars https://t.co/M4GkkcOtdC,neutral
@littlem65555794 @officialnairam1 @rudeboypsquare @davido @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie We fight back or we split the country,neutral
"Please      @Endsars
                 @Endsars
                 @Endsars",neutral
@Solutio34055971 @officialnairam1 @rudeboypsquare @davido @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie Okay you also can bring up a solution,positive
"@Auntyadaa Today?????
Aunty you mean today🙄🙄🥺🥺🥺?????
@endsars",negative
@EndSARS!!,neutral
@rudeboypsquare @Remmzor_YBNL @MBuhari @ProfOsinbajo @EndSars,neutral
@littlem65555794 @officialnairam1 @rudeboypsquare @davido @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie No ooo. this one has nothing to do with my name ooo...this one na life and death ooo,neutral
@Oluwase45406912 @EndSars Swears man. This country will soon turn to a war zone.,neutral
"@wizkidayo @SomtoSocial @rudeboypsquare @davido the youth are looking up to you,Do something before Sars finish your fans. this isn't funny anymore if them nor end sars,we have no choice but to FEM them ourselves.
@endsars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie https://t.co/VAqtDBxmNG",positive
@Solutio34055971 @officialnairam1 @rudeboypsquare @davido @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie You also can do something because your name is my solution🤦‍♀️,neutral
"@rudeboypsquare @MBuhari @ProfOsinbajo @rudeboypsquare @davido the youth are looking up to you,Do something before Sars finish your fans. this isn't funny anymore if them nor end sars,we have no choice but to FEM them ourselves.
@endsars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie https://t.co/8m5bcwgVvJ",positive
